4,4,4,5,-1,-1,-1,-1,-1,6,7,11,4,4,4,4
4,4,4,5,-1,-1,-1,-1,-1,-1,-1,6,11,4,4,4
4,4,9,8,-1,-1,-1,-1,-1,-1,-1,-1,6,7,11,4
4,4,5,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,6,7
4,4,15,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
4,4,4,15,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
7,7,7,11,15,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,3,4,4,8,-1,0,1,1,2,-1,-1,-1,-1
-1,-1,-1,3,4,5,-1,-1,6,11,4,15,2,-1,-1,-1
1,2,-1,6,11,5,-1,-1,-1,6,11,4,15,2,-1,-1
4,5,-1,-1,3,5,-1,-1,-1,-1,3,4,4,15,1,1
4,5,-1,-1,6,8,-1,-1,0,1,17,4,4,4,4,4
4,15,2,-1,-1,-1,-1,-1,6,10,11,4,4,4,4,4
4,4,15,1,1,2,-1,-1,-1,-1,14,4,4,4,4,4
4,4,4,4,4,5,-1,-1,-1,0,17,4,4,4,4,4
4,4,4,4,4,5,-1,-1,0,17,4,4,4,4,4,4
